,ID,Name,Birthdate,Birthplace,Country_of_birth,Latitude,Longitude
935,14104202,"Malakhatko, Vadim",3/22/1977,Kyiv,Ukraine,50.45,30.5236
936,4120787,"Malakhov, Vladimir",11/27/1980,Ivanovo,Russia,57,41
937,4146786,"Maletin, Pavel",11/6/1986,Novosibirsk,Russia,55.0333,82.9167
938,4611330,"Malich, Burkhard, Dr.",11/29/1936,Swidnica,Poland,50.8498,16.4757
939,4140249,"Malinin, Vasily B.",4/26/1956,Petrozavodsk,Russia,61.7833,34.35
940,12800031,"Malisauskas, Vidmantas",8/4/1963,NA,NA,NA,NA
941,13400819,"Mamedov, Nidjat",4/2/1985,Nakhchivan,Azerbaijan,39.2009,45.4082
942,13401653,"Mamedov, Rauf",4/26/1988,Baku,Azerbaijan,40.3667,49.8352
943,13401319,"Mamedyarov, Shakhriyar",4/12/1985,Sumgait,Azerbaijan,40.5855,49.6317
944,13401033,"Mammadov, Zaur",4/16/1994,Baku,Azerbaijan,40.3667,49.8352
945,14900734,"Manik, Mikulas",5/26/1975,Kosice,Slovakia,48.7164,21.2611
946,1201530,"Manolache, Marius",4/22/1973,Galati,Romania,45.4353,28.008
947,2800110,"Manor, Ilan",10/26/1969,Haifa,Israel,32.8,34.9833
948,607274,"Marcelin, Cyril",3/16/1979,Suresnes,France,48.87,2.22
949,600423,"Marciano, David",7/4/1969,Toulouse,France,43.6045,1.444
950,112275,"Mareco, Sandro",5/13/1987,Haedo,Argentina,-34.65,-58.6
951,13602926,"Margvelashvili, Giorgi",2/9/1990,Tbilisi,Georgia,41.7225,44.7925
952,5200610,"Mariano, Nelson",6/28/1974,Manila,Philippines,14.6,120.9833
953,1200020,"Marin, Mihail",4/21/1965,Bucharest,Romania,44.4,26.0833
954,800023,"Mariotti, Sergio",8/10/1946,Florence,Italy,43.7714,11.2542
955,900354,"Marjanovic, Slavoljub",1/6/1955,Lalinac (Nis),Serbia,43.4442,22.0179
956,14903474,"Markos, Jan",7/2/1985,Banska Bystrica,Slovakia,48.7353,19.1453
957,13300466,"Markosian, David S.",1/24/1972,Stepanakert,Azerbaijan,39.8265,46.7656
958,901504,"Markovic, Miroslav",5/8/1973,NA,NA,NA,NA
959,1105680,"Markowski, Tomasz",7/30/1975,Glogow,Poland,51.6589,16.0803
960,921637,"Markus, Robert",10/7/1983,Backa Topola,Serbia,45.8089,19.635
961,14500183,"Marovic, Drazen",1/14/1938,Split,Croatia,43.51,16.45
962,3805662,"Martinez Alcantara, Jose Eduardo",1/31/1999,Lima,Peru,-12.05,-77.0333
963,3504727,"Martinez Duany, Lelys Stanley",7/10/1985,Santiago de Cuba,Cuba,20.0283,-75.8206
964,14509792,"Martinovic, Sasa",7/15/1991,NA,NA,NA,NA
965,13306553,"Martirosyan, Haik M.",7/14/2000,Byuravan,Armenia,40.0151,44.5192
966,4130901,"Maslak, Konstantin",8/27/1984,Volgograd,Russia,48.7086,44.5147
967,4201990,"Mastrovasilis, Athanasios",4/18/1979,NA,NA,NA,NA
968,4202694,"Mastrovasilis, Dimitrios",6/12/1983,NA,NA,NA,NA
969,3600017,"Matamoros Franco, Carlos S.",12/17/1966,NA,NA,NA,NA
970,900230,"Matanovic, Aleksandar",5/23/1930,Belgrade,Serbia,44.8167,20.4667
971,6400019,"Mateo, Ramon",6/23/1958,Santo Domingo,Dominican Republic,18.4764,-69.8933
972,24129100,"Matinian, Nikita",4/21/1992,Aygehovit,Armenia,40.9762,45.255
973,14107910,"Matjushin, Gennady",8/23/1984,NA,NA,NA,NA
974,4168003,"Matlakov, Maxim",3/5/1991,Saint Petersburg,Russia,59.95,30.3167
975,4170083,"Matsenko, Sergei",6/21/1990,Chelyabinsk,Russia,55.15,61.4
976,2100169,"Matsuura, Everaldo",10/1/1970,Maringa,Brazil,-23.425,-51.9389
977,1129775,"Matuszewski, Michal",1/6/1993,Warsaw,Poland,52.2167,21.0333
978,36083534,"Maurizzi, Marc Andria",5/16/2007,Bastia,France,42.7008,9.4503
979,14105659,"Maximov, Dmitry",7/20/1984,Dnipro,Ukraine,48.45,34.9833
980,613762,"Maze, Sebastien",2/8/1984,Paris,France,48.8566,2.3522
981,400629,"McDonald, Neil",1/21/1967,Gravesend,United Kingdom,51.4415,0.3685
982,13600966,"Mchedlishvili, Mikheil",6/4/1979,NA,NA,NA,NA
983,2400030,"McNab, Colin A",2/3/1961,Dundee,Scotland,56.462,-2.9707
984,404853,"McShane, Luke J",1/7/1984,London,United Kingdom,51.5072,-0.1275
985,2100010,"Mecking, Henrique",1/23/1952,Santa Cruz do Sul,Brazil,-29.7178,-52.4258
986,300055,"Meduna, Eduard",9/11/1950,Prague,Czech Republic,50.0833,14.4167
987,708402,"Medvegy, Zoltan",3/21/1979,NA,NA,NA,NA
988,7101384,"Megaranto, Susanto",10/8/1987,Indramayu,Indonesia,-6.3356,108.319
989,4675789,"Meier, Georg",8/26/1987,Trier,Germany,49.7567,6.6414
990,11600314,"Meijers, Viesturs",12/5/1967,Limbazi,Latvia,42.8746,74.5698
991,4102541,"Meister, Jakob",9/11/1955,Kopeysk,Russia,55.1,61.6167
992,2107660,"Mekhitarian, Krikor Sevag",11/15/1986,Sao Paulo,Brazil,-23.5504,-46.6339
993,13302485,"Melkumyan, Hrant",4/30/1989,Yerevan,Armenia,40.1814,44.5144
994,35028561,"Mendonca, Leon Luke",3/13/2006,Goa,India,15.2993,74.124
995,11602740,"Meshkovs, Nikita",6/30/1994,Riga,Latvia,56.9475,24.1069
996,400122,"Mestel, A Jonathan",3/13/1957,Cambridge,United Kingdom,52.2053,0.1192
997,14907526,"Michalik, Peter",9/15/1990,Prievidza,Slovakia,48.7714,18.6242
998,202967,"Michiels, Bart",10/30/1986,Gent,Belgium,51.0536,3.7253
999,11600136,"Miezis, Normunds",5/11/1971,Olaine,Latvia,56.7844,23.9369
1000,728012,"Mihok, Oliver",6/23/1993,NA,NA,NA,NA
1001,13304852,"Mikaelyan, Arman",11/25/1996,Yerevan,Armenia,40.1814,44.5144
1002,14602385,"Mikhalchishin, Adrian",11/18/1954,Lviv,Ukraine,49.8419,24.0315
1003,14102340,"Mikhaletz, Lubomir",8/15/1974,Khmelnytskyi,Ukraine,49.42,27
1004,2801914,"Mikhalevski, Victor",7/8/1972,Gomel,Belarus,52.4313,30.9937
1005,4203380,"Miladinovic, Igor",1/25/1974,Nis,Serbia,43.3209,21.8954
1006,915483,"Milanovic, Danilo",1/18/1974,Smederevska Palanka,Serbia,44.3655,20.9587
1007,922722,"Miljkovic, Miroslav D",5/6/1985,Nis,Serbia,43.3209,21.8954
1008,2100029,"Milos, Gilberto",10/30/1963,Sao Paulo,Brazil,-23.5504,-46.6339
1009,14101068,"Milov, Leonid",2/6/1966,Dnipro,Ukraine,48.4647,35.0462
1010,1304364,"Milov, Vadim",8/1/1972,Ufa,Russia,54.7333,55.9667
1011,13300377,"Minasian, Ara",4/14/1974,Gyumri,Armenia,40.7833,43.8333
1012,13300040,"Minasian, Artashes",1/21/1967,Yerevan,Armenia,40.1814,44.5144
1013,600059,"Miralles, Gilles",2/8/1966,Grasse,France,43.6667,6.9167
1014,3510697,"Miranda Mesa, Elier",1/29/1993,Villa Clara Province,Cuba,22.4937,-79.9193
1015,1210920,"Miron, Lucian-Costin",9/14/1987,Ploiesti,Romania,45.4353,28.008
1016,14102595,"Miroshnichenko, Evgenij",12/28/1978,Donetsk,Ukraine,48.0089,37.8042
1017,316180,"Mirumian, Vigen",9/29/1977,Yerevan,Armenia,40.1814,44.5144
1018,13400304,"Mirzoev, Azer",3/28/1978,Baku,Azerbaijan,40.3667,49.8352
1019,14108640,"Mirzoev, Emil",8/15/1996,NA,NA,NA,NA
1020,30920019,"Mishra, Abhimanyu",2/5/2009,New Jersey,United States,40.058324,-74.405661
1021,1110381,"Mista, Aleksander",1/7/1983,Myszkow,Poland,50.5707,19.3145
1022,15000290,"Mitkov, Nikola",12/18/1971,NA,NA,NA,NA
1023,1111914,"Miton, Kamil",4/12/1984,Krakow,Poland,50.0614,19.9372
1024,810894,"Mogranzini, Roberto",1/6/1983,Carpi,Italy,44.7833,10.885
1025,14600013,"Mohr, Georg",2/2/1965,Maribor,Slovenia,46.55,15.6333
1026,4600290,"Mohr, Stefan",10/22/1967,Frankfurt,Germany,50.1136,8.6797
1027,14102560,"Moiseenko, Alexander",5/17/1980,Severomorsk,Russia,69.0692,33.4167
1028,4123700,"Moiseenko, Vadim",7/7/1994,Bratsk,Russia,56.1667,101.6167
1029,306070,"Mokry, Karel",2/7/1959,Prostejov,Czech Republic,49.4722,17.1106
1030,10200444,"Mollah Abdullah, Al Rakib",12/2/1980,Narayanganj,Bangladesh,23.6167,90.5
1031,2021722,"Molner, Mackenzie",8/1/1988,Englewood,United States,40.8917,-73.9736
1032,4614950,"Mons, Leon",9/10/1995,Lubeck,Germany,53.8697,10.6864
1033,12501255,"Moradiabadi, Elshan",5/22/1985,Tehran,Iran,35.7,51.4167
1034,1122401,"Moranda, Wojciech",8/17/1988,Kielce,Poland,50.8725,20.6319
1035,2224267,"Moreno Carnero, Javier",6/7/1975,Buenos Aires,Argentina,-34.5997,-58.3819
1036,865834,"Moroni, Luca Jr",7/1/2000,Desio,Italy,45.6167,9.2167
1037,3405400,"Morovic Fernandez, Ivan",3/24/1963,Vina del Mar,Chile,-33.0245,-71.5518
1038,4116992,"Morozevich, Alexander",7/18/1977,Moscow,Russia,55.7558,37.6178
1039,12519278,"Mosadeghpour, Masoud",12/3/1997,Mashhad,Iran,36.3069,59.6042
1040,4155351,"Moskalenko, Alexander",6/8/1988,Zhytomyr Oblast,Ukraine,50.2547,28.6587
1041,14100100,"Moskalenko, Viktor",12/4/1960,Odesa,Ukraine,46.4775,30.7326
1042,2400022,"Motwani, Paul",6/13/1962,Glasgow,United Kingdom,55.8609,-4.2514
1043,4121830,"Motylev, Alexander",6/17/1979,Yekaterinburg,Russia,56.8356,60.6128
1044,642908,"Moussard, Jules",1/16/1995,Paris,France,48.8566,2.3522
1045,310204,"Movsesian, Sergei",11/3/1978,Tbilisi,Georgia,41.7225,44.7925
1046,13301152,"Movsziszian, Karen",1/6/1963,Yerevan,Armenia,40.1814,44.5144
1047,4189825,"Mozharov, Mikhail",10/19/1990,Moscow,Russia,55.7558,37.6178
1048,14900092,"Mrva, Martin",12/12/1971,Presov,Slovakia,49.0018,21.2393
1049,4600347,"Mueller, Karsten, Dr.",11/23/1970,Hamburg,Germany,53.55,10
1050,4901266,"Munkhgal, Gombosuren",9/6/1988,NA,NA,NA,NA
1051,3800229,"Munoz, Miguel",10/10/1975,La Merced,Peru,-11.0624,-75.3325
1052,1209272,"Murariu, Andrei",2/17/1986,Barlad,Romania,46.2167,27.6667
1053,921661,"Muratovic, Alija",1/5/1962,Novi Pazar,Serbia,43.15,20.5167
1054,2803585,"Murey, Jacob",8/2/1941,Moscow,Russia,55.7558,37.6178
1055,10200010,"Murshed, Niaz",5/13/1966,Dhaka,Bangladesh,23.7289,90.3944
1056,4600304,"Muse, Mladen",1/20/1963,Bjelovar,Croatia,45.8989,16.8422
1057,14111330,"Muzychuk, Anna",2/28/1990,Stryi,Ukraine,49.25,23.85
1058,14114550,"Muzychuk, Mariya",9/21/1992,Stryi,Ukraine,49.25,23.85
1059,2809052,"Nabaty, Tamir",5/4/1991,Ness Ziona,Israel,31.9321,34.8013
1060,4135830,"Nadyrkhanov, Sergey",9/28/1963,NA,NA,NA,NA
1061,737119,"Nagy, Gabor",9/18/1994,NA,NA,NA,NA
1062,4650891,"Naiditsch, Arkadij",10/25/1985,Riga,Latvia,56.9475,24.1069
1063,15001334,"Najdoski, Toni",5/4/1970,NA,NA,NA,NA
1064,4118987,"Najer, Evgeniy",6/22/1977,Moscow,Russia,55.7558,37.6178
1065,2016192,"Nakamura, Hikaru",12/9/1987,Hirakata,Japan,34.8147,135.6511
1066,13300245,"Nalbandian, Tigran",6/5/1975,Yerevan,Armenia,40.1814,44.5144
1067,1204580,"Nanu, Costica-Ciprian",7/28/1977,Brasov,Romania,45.6427,25.5887
1068,5058422,"Narayanan, S. L.",1/10/1998,Thiruvananthapuram,India,8.5,76.8997
1069,5018420,"Narayanan, Srinath",2/14/1994,Chennai,India,13.0825,80.275
1070,2201500,"Narciso Dublan, Marc",1/20/1974,Barcelona,Spain,41.3825,2.1769
1071,2026961,"Naroditsky, Daniel",11/9/1995,San Mateo,United States,37.5521,-122.3122
1072,4900774,"Nasanjargal, Urtnasan",2/19/1994,NA,NA,NA,NA
1073,1141686,"Nasuta, Grzegorz",3/1/1996,Bialystok,Poland,53.1167,23.1667
1074,605492,"Nataf, Igor-Alexandre",5/2/1978,Paris,France,48.8566,2.3522
1075,4623169,"Naumann, Alexander",2/17/1979,Magdeburg,Germany,52.1278,11.6292
1076,4101715,"Naumkin, Igor",8/10/1965,Moscow,Russia,55.7558,37.6178
1077,309095,"Navara, David",3/27/1985,Prague,Czech Republic,50.0833,14.4167
1078,15000605,"Nedev, Trajko",2/27/1973,NA,NA,NA,NA
1079,5003512,"Neelotpal, Das",4/20/1982,Kolkata,India,22.5411,88.3378
1080,5016690,"Negi, Parimarjan",2/9/1993,New Delhi,India,28.7,77.2
1081,11601388,"Neiksans, Arturs",3/16/1983,Valka,Latvia,57.7753,26.0214
1082,4168119,"Nepomniachtchi, Ian",7/14/1990,Bryansk,Russia,53.25,34.3667
1083,24198455,"Nesterov, Arseniy",1/20/2003,NA,NA,NA,NA
1084,13700030,"Nesterov, Yakov",11/24/1966,Nur-Sultan,Kazakhstan,51.1605,71.4704
1085,934526,"Nestorovic, Nikola",10/13/1989,Belgrade,Serbia,44.8167,20.4667
1086,305243,"Neuman, Petr",3/11/1978,Rakovnik,Czech Republic,50.1038,13.7335
1087,1205730,"Nevednichy, Vladislav",9/3/1969,NA,NA,NA,NA
1088,14100150,"Neverov, Valeriy",6/21/1964,Kharkiv,Ukraine,50,36.2292
1089,4114345,"Nevostrujev, Vladimir",5/25/1966,Novokuznetsk,Russia,53.75,87.1167
1090,12401110,Nguy<U+1EC5>n Ng<U+1ECD>c Tru<U+1EDD>ng Son,2/23/1990,Rach Gia,Vietnam,10.0125,105.0808
1091,12400025,"Nguyen, Anh Dung",3/17/1976,NA,NA,NA,NA
1092,12404675,"Nguyen, Anh Khoi",1/11/2002,NA,NA,NA,NA
1093,12401358,"Nguyen, Duc Hoa",7/13/1989,NA,NA,NA,NA
1094,12401269,"Nguyen, Huynh Minh Huy",10/11/1987,Dong Thap Province,Vietnam,10.4938,105.6882
1095,358878,"Nguyen, Thai Dai Van",12/12/2001,NA,NA,NA,NA
1096,12401064,"Nguyen, Van Huy",3/14/1985,NA,NA,NA,NA
1097,8601160,"Ni, Hua",5/31/1983,Shanghai,China,31.1667,121.4667
1098,1400355,"Nielsen, Peter Heine",5/24/1973,Holstebro,Denmark,56.3615,8.6217
1099,2093596,"Niemann, Hans Moke",6/20/2003,San Francisco,United States,37.7562,-122.443
1100,25092340,Nihal Sarin,7/13/2004,Thrissur,India,10.5276,76.2144
1101,1000063,"Nijboer, Friso",5/26/1965,Nijmegen,Netherlands,51.8449,5.8428
1102,901776,"Nikcevic, Nebojsa",2/20/1965,NA,NA,NA,NA
1103,4119568,"Nikitin, Andrey",8/10/1974,NA,NA,NA,NA
1104,14500140,"Nikolac, Juraj",4/22/1932,Metkovic,Croatia,43.0533,17.6493
1105,4202139,"Nikolaidis, Ioannis",1/4/1971,NA,NA,NA,NA
1106,4101880,"Nikolenko, Oleg",6/19/1959,Moscow,Russia,55.7558,37.6178
1107,14400014,"Nikolic, Predrag",9/11/1960,Samac,Bosnia and Herzegovina,45.0611,18.469
1108,903191,"Nikolic, Stanimir",1/26/1935,Donja Trepca,Serbia,43.9029,20.4606
1109,2905710,"Nikolov, Momchil",3/3/1985,Dobrich,Bulgaria,43.5667,27.8333
1110,2900424,"Ninov, Nikolai",5/21/1969,Pazardzhik,Bulgaria,42.1892,24.3317
1111,1202758,"Nisipeanu, Liviu-Dieter",8/1/1976,Brasov,Romania,45.65,25.6
1112,3500020,"Nogueiras Santiago, Jesus",7/17/1959,Remedios,Cuba,22.4922,-79.5458
1113,400106,"Norwood, David R",10/3/1968,Farnworth,United Kingdom,53.5452,-2.3999
1114,1506536,"Notkevich, Benjamin Arvola",2/9/1993,Oslo,Norway,59.9111,10.7528
1115,4102924,"Novik, Maxim",4/3/1970,Saint Petersburg,Russia,59.95,30.3167
1116,14100037,"Novikov, Igor",5/23/1962,Kharkiv,Ukraine,49.9935,36.2304
1117,4161289,"Novikov, Maxim",5/2/1972,Klimovsk,Russia,55.3667,37.5333
1118,4125371,"Novikov, Stanislav",7/6/1985,Moscow,Russia,55.7558,37.6178
1119,400017,"Nunn, John D M",4/25/1955,London,United Kingdom,51.5072,-0.1275
1120,503142,"Nyback, Tomi",4/3/1985,Jarvenpaa,Finland,60.4722,25.0889
1121,14118084,"Nyzhnyk, Illya",9/27/1996,Vinnytsia,Ukraine,49.2372,28.4672
1122,3507815,"Obregon Rivero, Juan Carlos",9/8/1989,Las Tunas,Cuba,20.9667,-76.95
1123,111724,"Obregon, Andres Carlos",10/22/1986,Buenos Aires,Argentina,-34.5997,-58.3819
1124,4108442,"Obukhov, Alexander",4/17/1969,NA,NA,NA,NA
1125,14000091,"Odeev, Handszar",1/27/1972,Moscow,Russia,55.7558,37.6178
1126,1500074,"Ogaard, Leif",1/5/1952,NA,NA,NA,NA
1127,14101289,"Okhotnik, Vladimir",2/28/1950,Kyiv,Ukraine,50.45,30.5236
1128,2300052,"Olafsson, Fridrik",1/26/1935,Reykjavik,Iceland,64.1475,-21.935
1129,2300010,"Olafsson, Helgi",8/15/1956,Reykjavik,Iceland,64.1475,-21.935
1130,4152417,"Oleksiyenko, Mykhaylo",9/30/1986,Lviv,Ukraine,49.8419,24.0315
1131,3500799,"Oliva Castaneda, Kevel",5/4/1994,Matanzas,Cuba,23.0494,-81.5736
1132,1121251,"Olszewski, Michal",9/23/1989,Warsaw,Poland,52.2167,21.0333
1133,14119846,"Omelja, Artem",10/18/1991,NA,NA,NA,NA
1134,2205521,"Oms Pallisse, Josep",7/20/1973,Vallfogona de Balaguer,Spain,41.7515,0.8163
1135,14101025,"Onischuk, Alexander",9/3/1975,Sevastopol,Ukraine,44.6,33.5333
1136,14114038,"Onischuk, Vladimir",7/21/1991,Ivano-Frankivsk,Ukraine,48.9228,24.7106
1137,24125890,"Oparin, Grigoriy",7/1/1997,Munich,Germany,48.1372,11.5755
1138,303739,"Oral, Tomas",12/24/1977,Olomouc,Czech Republic,49.5939,17.2508
1139,2802090,"Oratovsky, Michael",4/3/1974,NA,NA,NA,NA
1140,4125282,"Orlov, Andrey",3/19/1977,Saint Petersburg,Russia,59.95,30.3167
1141,811416,"Ortega, Lexy",3/8/1960,Camaguey,Cuba,21.3786,-77.9186
1142,3507165,"Ortiz Suarez, Isan Reynaldo",4/2/1985,Guantanamo,Cuba,20.1383,-75.2061
1143,1500058,"Ostenstad, Berge",9/15/1964,Asker,Norway,59.8331,10.4392
1144,4119991,"Ovetchkin, Roman",1/16/1973,NA,NA,NA,NA
1145,14101866,"Ovsejevitsch, Sergei",5/4/1974,NA,NA,NA,NA
1146,14907445,"Pacher, Milan",10/3/1990,Bratislava,Slovakia,48.1447,17.1128
1147,2900190,"Padevsky, Nikola",5/29/1933,Plovdiv,Bulgaria,42.1433,24.7489
1148,4611349,"Paehtz, Thomas",9/4/1956,Erfurt,Germany,50.9787,11.0328
1149,13602934,"Paichadze, Luka",3/6/1991,Georgia,Georgia,42.315407,43.356892
1150,1119290,"Pakleza, Zbigniew",12/5/1986,Gliwice,Poland,50.3011,18.6498
1151,14500116,"Palac, Mladen",2/18/1971,Donji Mamici,Bosnia and Herzegovina,43.3445,17.4876
1152,2014610,"Palatnik, Semon",3/26/1950,Odesa,Ukraine,46.4775,30.7326
1153,1405853,"Palo, Davor",11/2/1985,Sarajevo,Bosnia and Herzegovina,43.8667,18.4167
1154,4153251,"Panarin, Mikhail",8/4/1983,Rostov-on-Don,Russia,47.2357,39.7015
1155,5007429,"Panchanathan, Magesh Chandran",8/10/1983,Madurai,India,9.9197,78.1194
1156,100153,"Panno, Oscar",3/17/1935,Buenos Aires,Argentina,-34.5997,-58.3819
1157,13602071,"Pantsulaia, Levan",2/26/1986,Tbilisi,Georgia,41.7225,44.7925
1158,725323,"Pap, Gyula",4/20/1991,Szekszard,Hungary,46.3558,18.7039
1159,921610,"Pap, Misa",5/1/1979,Novi Sad,Serbia,45.2644,19.8317
1160,4207742,"Papadopoulos, Ioannis K.",4/12/1988,NA,NA,NA,NA
1161,4201345,"Papaioannou, Ioannis",4/20/1976,Athens,Greece,37.9842,23.7281
1162,4143183,"Papin, Vasily",9/21/1988,Moscow,Russia,55.7558,37.6178
1163,718602,"Papp, Gabor",5/4/1987,Pecs,Hungary,46.0708,18.2331
1164,5201241,"Paragua, Mark",3/29/1984,NA,NA,NA,NA
1165,4194985,"Paravyan, David",3/8/1998,Moscow,Russia,55.7558,37.6178
1166,400580,"Parker, Jonathan F",5/19/1976,NA,NA,NA,NA
1167,1204297,"Parligras, Mircea-Emilian",12/28/1980,NA,NA,NA,NA
1168,14600706,"Parma, Bruno",12/30/1941,Ljubljana,Slovenia,46.05,14.5167
1169,13301578,"Pashikian, Arman",7/28/1987,Irkutsk,Russia,52.2833,104.3
1170,14600986,"Pavasovic, Dusko",10/15/1976,Split,Croatia,43.51,16.45
1171,4212312,"Pavlidis, Antonios",4/1/1993,NA,NA,NA,NA
1172,14104350,"Pavlov, Maxim",6/13/1979,NA,NA,NA,NA
1173,900389,"Pavlovic, Milos",1/5/1964,Belgrade,Serbia,44.8167,20.4667
1174,14926970,"Pechac, Jergus",10/31/2001,NA,NA,NA,NA
1175,1301837,"Pelletier, Yannick",9/22/1976,Biel,Switzerland,47.1368,7.2468
1176,2252813,"Pena Gomez, Manuel",6/13/1988,Vigo,Spain,42.2314,-8.7124
1177,8600511,"Peng, Xiaomin",4/8/1973,NA,NA,NA,NA
1178,1004786,"Peng, Zhaoqin",5/8/1968,Guangzhou,China,23.1288,113.259
1179,400360,"Penrose, Jonathan",10/7/1933,Colchester,United Kingdom,51.8917,0.903
1180,105309,"Peralta, Fernando",12/16/1979,Lomas de Zamora,Argentina,-34.7667,-58.4
1181,2012529,"Perelshteyn, Eugene",6/15/1980,Zhytomyr,Ukraine,50.2547,28.6587
1182,2210622,"Perez Candelario, Manuel",5/25/1983,Zafra,Spain,38.4167,-6.4167
1183,3502856,"Perez Mitjans, Orelvis",7/28/1976,Havana,Cuba,23.1367,-82.3589
1184,117927,"Perez Ponsa, Federico",10/22/1993,Zarate,Argentina,-34.0833,-59.0333
1185,3503364,"Perez Rodriguez, Luis Manuel",10/5/1978,Holguin,Cuba,20.8872,-76.2631
1186,403989,"Pert, Nicholas",1/22/1981,Ipswich,United Kingdom,52.0594,1.1556
1187,921629,"Perunovic, Milos",1/14/1984,Belgrade,Serbia,44.8167,20.4667
1188,11600110,"Petkevich, Jusefs",12/19/1940,Riga,Latvia,56.9475,24.1069
1189,2901188,"Petkov, Vladimir",1/26/1971,Vidin,Bulgaria,43.9887,22.8741
1190,318299,"Petr, Martin",8/23/1988,Broumov,Czech Republic,50.5857,16.3319
1191,14901625,"Petrik, Tomas",10/31/1980,Modra,Slovakia,48.3331,17.3069
1192,13300288,"Petrosian, Arshak B",12/16/1953,Yerevan,Armenia,40.1814,44.5144
1193,13301349,"Petrosian, Davit G.",9/20/1984,Yerevan,Armenia,40.1814,44.5144
1194,13301616,"Petrosian, Tigran L.",9/17/1984,Yerevan,Armenia,40.1814,44.5144
1195,13300857,"Petrosyan, Manuel",5/6/1998,NA,NA,NA,NA
1196,2901773,"Petrov, Marian",9/14/1975,Veliko Tarnovo,Bulgaria,43.0822,25.6317
1197,4101286,"Petrov, Nikita",7/1/1996,Novorossiysk,Russia,44.7167,37.7667
1198,2300028,"Petursson, Margeir",2/15/1960,Reykjavik,Iceland,64.1475,-21.935
1199,4600100,"Pfleger, Helmut, Dr.",8/6/1943,Teplice-Sanov,Czech Republic,50.6445,13.8353
1200,110973,"Pichot, Alan",8/13/1998,Buenos Aires,Argentina,-34.5997,-58.3819
1201,4100514,"Pigusov, Evgeny",3/31/1961,Kemerovo,Russia,55.3333,86.0667
1202,1000055,"Piket, Jeroen",1/27/1969,Leiden,Netherlands,52.1601,4.497
1203,906379,"Pikula, Dejan",7/31/1969,NA,NA,NA,NA
1204,14109158,"Pilavov, Georgy",12/13/1974,Luhansk,Ukraine,48.5833,39.3333
1205,700045,"Pinter, Jozsef",11/9/1953,Budapest,Hungary,47.4983,19.0408
1206,1130420,"Piorun, Kacper",11/24/1991,Lowicz,Poland,52.1,19.9333
1207,4101731,"Piskov, Yury",10/17/1964,Moscow,Russia,55.7558,37.6178
1208,14900068,"Plachetka, Jan",2/18/1945,Trencin,Slovakia,48.8942,18.0406
1209,400238,"Plaskett, H James",3/18/1960,Dhekelia Cantonment,United Kingdom,34.6769,32.8388
1210,325740,"Plat, Vojtech",1/23/1994,NA,NA,NA,NA
1211,13504134,"Podolchenko, Evgeniy",2/7/1988,Salihorsk,Belarus,52.7842,27.5425
1212,24615137,"Poetsch, Hagen",8/27/1991,Salihorsk,Belarus,52.7863,27.5243
1213,14100363,"Pogorelov, Ruslan",6/7/1959,NA,NA,NA,NA
1214,300560,"Polak, Tomas",4/24/1974,Brno,Czech Republic,49.1953,16.6083
1215,700070,"Polgar, Judit",7/23/1976,Budapest,Hungary,47.4983,19.0408
1216,700088,"Polgar, Susan",4/19/1969,Budapest,Hungary,47.4983,19.0408
1217,4112849,"Poluljahov, Aleksandr",6/6/1965,NA,NA,NA,NA
1218,4610741,"Polzin, Rainer",2/13/1971,NA,NA,NA,NA
1219,4157800,"Ponkratov, Pavel",7/15/1988,Chelyabinsk,Russia,55.15,61.4
1220,14103320,"Ponomariov, Ruslan",10/11/1983,Horlivka,Ukraine,48.3336,38.0925
1221,2900165,"Popchev, Milko",11/11/1964,Plovdiv,Bulgaria,42.1433,24.7489
1222,2809060,"Popilski, Gil",10/6/1993,NA,NA,NA,NA
1223,4170350,"Popov, Ivan",3/20/1990,Rostov-on-Don,Russia,47.2357,39.7015
1224,4119410,"Popov, Valerij",9/10/1974,Saint Petersburg,Russia,59.95,30.3167
1225,927031,"Popovic, Dusan",2/28/1983,Sombor,Serbia,45.78,19.12
1226,900109,"Popovic, Petar",2/14/1959,Orlovat,Serbia,45.2437,20.5836
1227,700037,"Portisch, Lajos",4/4/1937,Zalaegerszeg,Hungary,46.8392,16.8511
1228,2804344,"Postny, Evgeny",7/3/1981,NA,NA,NA,NA
1229,4115074,"Potapov, Alexander",1/5/1969,NA,NA,NA,NA
1230,4169786,"Potapov, Pavel",9/28/1990,Korkino,Russia,54.8833,61.4
1231,4131061,"Potkin, Vladimir",6/28/1982,Rybinsk,Russia,58.05,38.8333
1232,12511412,"Pourramezanali, Amirreza",9/23/1992,Rasht,Iran,37.2833,49.6
1233,3507203,"Pozo Vera, Sandro",7/27/1987,Santa Clara,Cuba,22.4067,-79.9531
1234,25059530,Praggna­nandhaa R,8/10/2005,Chennai,India,13.0825,80.275
1235,24107581,"Predke, Alexandr",1/5/1994,Dimitrovgrad,Russia,54.2333,49.5833
1236,930849,"Predojevic, Borki",4/6/1987,Teslic,Bosnia and Herzegovina,44.6063,17.8595
1237,2613280,"Preotu, Razvan",8/11/1999,Toronto,Canada,43.7417,-79.3733
1238,7105029,"Priasmoro, Novendra",11/24/1999,Jakarta,Indonesia,-6.2146,106.8451
1239,4127870,"Pridorozhni, Aleksei",8/27/1981,Surgut,Russia,61.25,73.4333
